name,company,year,selling_price,km_driven,fuel,transmission,owner
Tata Indigo CS LS,Tata,2014,300000,50700,Diesel,Manual,First Owner
Volkswagen Polo Diesel Highline,Volkswagen,2013,365000,70000,Diesel,Manual,Second Owner
Mercedes-Benz New C-Class 200,Mercedes-Benz,2007,500000,120000,Petrol,Automatic,First Owner
Toyota Innova 2.5 VX,Toyota,2014,900000,112000,Diesel,Manual,Second Owner
Hyundai Grand i10 1.2,Hyundai,2018,700000,35000,Diesel,Manual,First Owner
Renault Duster 110PS Diesel,Renault,2017,880000,50000,Diesel,Manual,First Owner
Toyota Innova 2.5 GX,Toyota,2014,700000,121000,Diesel,Manual,Third Owner
Mahindra Scorpio 2009-2014 SLE,Mahindra,2009,380000,120000,Diesel,Manual,Second Owner
Toyota Corolla H2,Toyota,2006,150000,90000,Petrol,Manual,Third Owner
Maruti Zen Estilo LXI,Maruti,2014,235000,70000,CNG,Manual,Second Owner
Renault KWID 1.0 RXT,Renault,2018,320000,20000,Petrol,Manual,First Owner
Renault Duster 85PS Diesel,Renault,2015,550000,60000,Diesel,Manual,First Owner
BMW 5 Series 520d,BMW,2016,3200000,40000,Diesel,Automatic,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,440000,Diesel,Manual,Second Owner
Mahindra TUV 300 T6,Mahindra,2017,645000,60000,Diesel,Manual,First Owner
Maruti Wagon R VXI,Maruti,2015,300000,110000,Petrol,Manual,First Owner
Hyundai i20 Active 1.4,Hyundai,2016,580000,152000,Diesel,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2011,220000,220000,Petrol,Manual,Fourth & Above Owner
Mahindra Bolero 2011-2019 ZLX,Mahindra,2013,451000,70000,Diesel,Manual,First Owner
Tata Nexon 1.2 Revotron,Tata,2018,850000,50000,Petrol,Manual,First Owner
Maruti Swift Dzire VDi,Maruti,2011,300000,125000,Diesel,Manual,First Owner
Ford Figo 1.2P Trend,Ford,2016,350000,60000,Petrol,Manual,First Owner
Maruti Eeco CNG HTR,Maruti,2014,300000,90000,CNG,Manual,First Owner
Maruti Eeco CNG HTR,Maruti,2017,390000,30000,CNG,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2016,1200000,90000,Diesel,Manual,First Owner
Volkswagen Ameo 1.2 MPI,Volkswagen,2017,550000,20000,Petrol,Manual,First Owner
Maruti Swift VDI,Maruti,2012,300000,110000,Diesel,Manual,Third Owner
Volkswagen Vento Diesel Highline,Volkswagen,2012,300000,150000,Diesel,Manual,Second Owner
Hyundai i20 1.4 CRDi,Hyundai,2012,350000,110000,Diesel,Manual,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2015,880000,120000,Diesel,Manual,Second Owner
Hyundai Accent Executive CNG,Hyundai,2010,160000,120000,CNG,Manual,Second Owner
Tata Sumo GX,Tata,2012,250000,80000,Diesel,Manual,Fourth & Above Owner
Hyundai i20 Active 1.4,Hyundai,2016,660000,110000,Diesel,Manual,First Owner
Tata Zest Revotron 1.2T,Tata,2015,450000,40000,Petrol,Manual,First Owner
Volkswagen Polo GT TDI,Volkswagen,2012,400000,110000,Diesel,Manual,Second Owner
Mahindra Scorpio S7 120,Mahindra,2019,1300000,20000,Diesel,Manual,First Owner
Ford Figo Diesel Celebration,Ford,2013,229999,230000,Diesel,Manual,First Owner
Chevrolet Beat LT,Chevrolet,2010,140000,60000,Petrol,Manual,First Owner
Maruti Zen Estilo LXI,Maruti,2012,195000,35000,Petrol,Manual,Second Owner
Hyundai i20 Active Base,Hyundai,2015,500000,45000,Petrol,Manual,First Owner
Tata Nano Cx BSIII,Tata,2012,60000,45000,Petrol,Manual,First Owner
Tata Zest Revotron 1.2T,Tata,2016,400000,25000,Petrol,Manual,First Owner
Hyundai i20 Magna 1.2,Hyundai,2014,400000,10000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2018,380000,19000,Petrol,Manual,First Owner
Maruti Baleno Delta 1.2,Maruti,2019,579000,10000,Petrol,Manual,First Owner
Mahindra KUV 100 G80,Mahindra,2019,400000,25000,Petrol,Manual,First Owner
Hyundai i10 Magna 1.2,Hyundai,2012,270000,30000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2014,500000,90000,Diesel,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2017,475000,20000,Petrol,Manual,First Owner
Nissan Terrano XL D,Nissan,2018,850000,48000,Diesel,Manual,First Owner
Mahindra Scorpio 2006-2009 VLX,Mahindra,2009,475000,120000,Diesel,Manual,First Owner
Maruti Swift Dzire Ldi,Maruti,2012,370000,210000,Diesel,Manual,Second Owner
Hyundai i10 Magna 1.1L,Hyundai,2010,187000,200400,Petrol,Manual,Second Owner
Hyundai i10 Magna,Hyundai,2008,195000,110000,Petrol,Manual,Second Owner
Tata Safari DICOR 2.2,Tata,2014,459999,38000,Diesel,Manual,First Owner
Toyota Corolla AE,Toyota,2004,135000,90000,Petrol,Manual,Second Owner
Maruti Ertiga SHVS ZDI,Maruti,2017,850000,43000,Diesel,Manual,First Owner
Hyundai Santro Asta BSIV,Hyundai,2018,500000,25000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2016,385000,26000,Petrol,Manual,Second Owner
Hyundai Verna CRDi SX,Hyundai,2006,135000,120000,Diesel,Manual,Second Owner
Maruti Alto LXi,Maruti,2008,120000,70000,Petrol,Manual,Third Owner
Honda Accord VTi-L MT,Honda,2006,200000,60000,Petrol,Manual,Third Owner
Tata New Safari 3L,Tata,2007,200000,120000,Diesel,Manual,Second Owner
Maruti Ciaz ZXi,Maruti,2016,700000,20000,Petrol,Manual,First Owner
Tata Indigo CR4,Tata,2013,290000,25000,Diesel,Manual,First Owner
Maruti Swift Dzire ZDI,Maruti,2017,725000,60000,Diesel,Manual,First Owner
Tata Sumo EX 10/7,Tata,2008,200000,80000,Diesel,Manual,First Owner
Maruti Omni E MPI,Maruti,2014,155000,80000,Petrol,Manual,First Owner
Honda Amaze S i-VTEC,Honda,2019,690000,1303,Petrol,Manual,First Owner
Audi Q5 35TDI Premium,Audi,2018,3975000,31800,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Jeep Wrangler 2016-2019 3.6,Jeep,2017,4100000,17000,Petrol,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Mercedes-Benz E-Class Exclusive E,Mercedes-Benz,2019,5200000,17000,Petrol,Automatic,First Owner
Land Rover Discovery Sport,Land,2019,4500000,21000,Diesel,Automatic,First Owner
Mercedes-Benz S-Class S 350,Mercedes-Benz,2017,6000000,37000,Diesel,Automatic,First Owner
BMW 5 Series 520d,BMW,2018,4000000,10000,Diesel,Automatic,First Owner
Hyundai Venue SX Plus,Hyundai,2019,1125000,3500,Petrol,Automatic,First Owner
Audi A4 35 TDI,Audi,2016,1898999,46000,Diesel,Automatic,First Owner
Honda CR-V 2.4L 4WD,Honda,2017,1650000,52000,Petrol,Automatic,First Owner
Maruti Swift VXI,Maruti,2011,280000,20000,Petrol,Manual,Second Owner
Tata Tigor 1.2 Revotron,Tata,2019,450000,25000,Petrol,Manual,First Owner
Maruti Esteem LX -,Maruti,2006,135000,70000,Petrol,Manual,Second Owner
Mahindra XUV500 W4,Mahindra,2014,650000,40000,Diesel,Manual,First Owner
Maruti Baleno Delta,Maruti,2020,650000,7300,Petrol,Manual,First Owner
Maruti Ciaz 1.3 Sigma,Maruti,2018,750000,25000,Diesel,Manual,First Owner
Maruti Alto LXi,Maruti,2010,150000,100000,Petrol,Manual,First Owner
Mahindra KUV 100 mFALCON,Mahindra,2017,500000,35000,Diesel,Manual,First Owner
Toyota Etios GD,Toyota,2012,311000,100000,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2013,425000,80000,Diesel,Manual,Second Owner
Hyundai i10 Magna,Hyundai,2010,260000,60000,Petrol,Manual,First Owner
Volkswagen Polo 1.5 TDI,Volkswagen,2014,400000,110000,Diesel,Manual,Second Owner
Hyundai i20 2015-2017 Magna,Hyundai,2017,575000,70000,Diesel,Manual,Second Owner
Hyundai Santro Xing GL,Hyundai,2008,175000,40000,Petrol,Manual,First Owner
Maruti SX4 Green Vxi,Maruti,2010,250000,90000,CNG,Manual,Second Owner
Volkswagen Polo GT TDI,Volkswagen,2012,400000,95000,Diesel,Manual,First Owner
Mahindra Bolero SLX 2WD,Mahindra,2011,350000,200000,Diesel,Manual,Second Owner
Maruti Swift VDI BSIV,Maruti,2015,484999,30000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2015,484999,30000,Diesel,Manual,First Owner
Volkswagen CrossPolo 1.5 TDI,Volkswagen,2013,350000,70000,Diesel,Manual,Second Owner
Toyota Fortuner 4x2 AT,Toyota,2014,1400000,80000,Diesel,Automatic,Second Owner
Maruti Swift Dzire VDi,Maruti,2012,250000,100000,Diesel,Manual,Third Owner
Maruti Swift Dzire ZDI,Maruti,2017,655000,70000,Diesel,Manual,First Owner
Honda Jazz 1.5 V,Honda,2016,500000,30000,Diesel,Manual,First Owner
Chevrolet Beat LS,Chevrolet,2016,300000,15000,Petrol,Manual,First Owner
Ford Figo Aspire 1.5,Ford,2018,650000,21000,Diesel,Manual,First Owner
Maruti Wagon R VXI,Maruti,2014,300000,35000,Petrol,Manual,First Owner
Honda Jazz 1.2 VX,Honda,2016,475000,25000,Petrol,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2017,450000,30000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2019,754000,10000,Diesel,Manual,First Owner
Hyundai i10 Sportz,Hyundai,2013,300000,40000,Petrol,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2014,250000,25000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2018,725000,15000,Diesel,Manual,First Owner
Maruti Alto LXi,Maruti,2008,95000,70000,Petrol,Manual,First Owner
Hyundai Santro Sportz BSIV,Hyundai,2018,475000,7800,Petrol,Manual,First Owner
Tata Safari Storme LX,Tata,2014,575000,55000,Diesel,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2016,350000,30000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2013,330000,125000,Diesel,Manual,Second Owner
Maruti Swift VXI Deca,Maruti,2016,482000,50000,Petrol,Manual,First Owner
Ford EcoSport 1.5 TDCi,Ford,2017,625000,40000,Diesel,Manual,Fourth & Above Owner
Tata Tiago 1.2 Revotron,Tata,2017,380000,30000,Petrol,Manual,First Owner
Chevrolet Beat LT,Chevrolet,2016,310000,30000,Petrol,Manual,First Owner
Maruti Swift Dzire VXi,Maruti,2009,280000,35000,Petrol,Manual,First Owner
Renault Duster Petrol RXS,Renault,2018,900000,30000,Petrol,Automatic,First Owner
Maruti Wagon R VXI,Maruti,2010,250000,60000,Petrol,Manual,First Owner
Hyundai Verna 1.6 VTVT,Hyundai,2017,750000,39000,Petrol,Manual,First Owner
Renault KWID 1.0 RXT,Renault,2019,420000,15000,Petrol,Manual,First Owner
Honda Amaze S Petrol,Honda,2019,670000,5000,Petrol,Manual,First Owner
Hyundai i10 Magna 1.1L,Hyundai,2016,420000,9750,Petrol,Manual,Second Owner
Toyota Innova Crysta 2.4,Toyota,2016,1800000,110000,Diesel,Manual,First Owner
Honda WR-V i-VTEC VX,Honda,2018,900000,35000,Petrol,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2015,1200000,10000,Diesel,Manual,First Owner
Mahindra Scorpio 2.6 SLX,Mahindra,2003,195000,157138,Diesel,Manual,Third Owner
Hyundai Verna CRDi,Hyundai,2007,185000,120000,Diesel,Manual,Fourth & Above Owner
Hyundai i10 Magna 1.1L,Hyundai,2008,185000,110000,Petrol,Manual,Fourth & Above Owner
Mahindra XUV500 W9 BSIV,Mahindra,2018,1525000,46000,Diesel,Manual,First Owner
Maruti Swift VXI BSIII,Maruti,2006,215000,102000,Petrol,Manual,Third Owner
Maruti Alto 800 Base,Maruti,2015,210000,50000,Petrol,Manual,Second Owner
Toyota Innova Crysta 2.4,Toyota,2016,1700000,110000,Diesel,Manual,Second Owner
Toyota Innova 2.5 G,Toyota,2009,530000,285000,Diesel,Manual,Third Owner
Honda City i VTEC,Honda,2015,800000,50000,Petrol,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2014,570000,70000,Diesel,Manual,Second Owner
Maruti SX4 VDI,Maruti,2012,350000,120000,Diesel,Manual,Second Owner
Hyundai i20 1.4 CRDi,Hyundai,2011,350000,93000,Diesel,Manual,Second Owner
Mahindra Bolero Power Plus,Mahindra,2018,750000,50000,Diesel,Manual,First Owner
Maruti Eeco 7 Seater,Maruti,2011,160000,100000,Petrol,Manual,Second Owner
Tata Indigo CS LS,Tata,2010,150000,70000,Diesel,Manual,Third Owner
Maruti Swift VDI BSIV,Maruti,2008,250000,90000,Diesel,Manual,Third Owner
Hyundai Grand i10 1.2,Hyundai,2019,562000,5000,Petrol,Manual,First Owner
Hyundai i10 Magna,Hyundai,2012,290000,27000,Petrol,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2014,600000,122000,Diesel,Manual,Second Owner
Hyundai Xcent 1.1 CRDi,Hyundai,2015,401000,74000,Diesel,Manual,Second Owner
Maruti Swift Dzire AMT,Maruti,2019,750000,6500,Petrol,Automatic,First Owner
Mahindra Bolero SLX,Mahindra,2007,240000,80000,Diesel,Manual,Second Owner
Maruti Alto K10 2010-2014,Maruti,2012,229999,50000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,Mahindra,2013,500000,50000,Diesel,Manual,First Owner
Maruti Gypsy King ST,Maruti,2010,350000,80000,Petrol,Manual,First Owner
Datsun RediGO T Option,Datsun,2018,217000,25000,Petrol,Manual,First Owner
Nissan Sunny XL D,Nissan,2018,670000,35000,Diesel,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2011,225000,30000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZXI,Maruti,2020,737000,10000,Petrol,Automatic,First Owner
Maruti Celerio LXI,Maruti,2014,300000,80000,Petrol,Manual,First Owner
Tata Indigo LX,Tata,2008,85000,120000,Diesel,Manual,First Owner
Hyundai Verna Transform VGT,Hyundai,2010,195000,120000,Diesel,Manual,Second Owner
Honda WR-V i-DTEC S,Honda,2017,675000,127991,Diesel,Manual,First Owner
Mitsubishi Lancer 2.0 GLd,Mitsubishi,1999,150000,198000,Diesel,Manual,Second Owner
Tata Indigo eCS GLX,Tata,2010,290000,65000,Petrol,Manual,First Owner
Maruti Esteem Lxi,Maruti,2002,95000,90000,Petrol,Manual,Third Owner
Maruti Ciaz 1.3 Zeta,Maruti,2018,889000,20000,Diesel,Manual,First Owner
Volkswagen Ameo 1.2 MPI,Volkswagen,2016,400000,60000,Petrol,Manual,First Owner
Renault KWID RXT Optional,Renault,2018,390000,13120,Petrol,Manual,First Owner
Jeep Compass 2.0 Longitude,Jeep,2017,1550000,87500,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2014,600000,125000,Diesel,Manual,First Owner
Hyundai Elite i20 Asta,Hyundai,2018,800000,25000,Petrol,Automatic,First Owner
Maruti Ertiga ZDI,Maruti,2013,600000,120000,Diesel,Manual,Third Owner
Hyundai Verna 1.6 VTVT,Hyundai,2015,795000,35000,Petrol,Manual,First Owner
Hyundai i20 Asta Option,Hyundai,2016,735000,25000,Diesel,Manual,First Owner
Skoda Octavia L and,Skoda,2005,250000,120000,Diesel,Manual,Third Owner
Renault KWID AMT,Renault,2018,400000,25000,Petrol,Automatic,First Owner
Mahindra Xylo D2 BSIV,Mahindra,2014,395000,140000,Diesel,Manual,First Owner
Hyundai Accent CRDi,Hyundai,2005,130000,79000,Diesel,Manual,Second Owner
Renault Lodgy 85PS RxE,Renault,2015,600000,125000,Diesel,Manual,First Owner
Hyundai i20 Active 1.4,Hyundai,2016,720000,80000,Diesel,Manual,First Owner
Honda City S,Honda,2011,450000,110000,Petrol,Manual,Third Owner
Hyundai Verna Transform SX,Hyundai,2010,220000,80000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 SX,Hyundai,2014,545000,100000,Diesel,Manual,Second Owner
Volkswagen Vento Diesel Highline,Volkswagen,2011,370000,100000,Diesel,Manual,Second Owner
Mahindra Bolero LX Non,Mahindra,2010,450000,78000,Diesel,Manual,First Owner
Hyundai i20 Petrol CVT,Hyundai,2018,750000,15000,Petrol,Automatic,First Owner
Mahindra Scorpio S10 7,Mahindra,2015,1100000,70000,Diesel,Manual,First Owner
Maruti Baleno Alpha 1.2,Maruti,2019,711000,5000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2016,285000,75000,Petrol,Manual,First Owner
Maruti Baleno Alpha,Maruti,2020,749000,5500,Petrol,Manual,First Owner
Renault Duster 110PS Diesel,Renault,2016,550000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDi,Maruti,2010,300000,120000,Diesel,Manual,Second Owner
Maruti Baleno Sigma 1.3,Maruti,2017,625000,70000,Diesel,Manual,First Owner
Hyundai i20 Active 1.2,Hyundai,2017,650000,80000,Petrol,Manual,Second Owner
Hyundai Verna 1.6 SX,Hyundai,2014,575000,120000,Diesel,Manual,Third Owner
Maruti Swift Dzire VDI,Maruti,2016,631000,75000,Diesel,Manual,Second Owner
Hyundai Verna Transform VGT,Hyundai,2010,220000,80000,Diesel,Manual,Second Owner
Tata Tigor 1.2 Revotron,Tata,2017,600000,40000,Petrol,Manual,Second Owner
Mahindra Jeep CL 500,Mahindra,1997,160000,100000,Diesel,Manual,Fourth & Above Owner
Ford Fiesta Diesel Style,Ford,2012,390000,120000,Diesel,Manual,First Owner
Mahindra Scorpio 2.6 Turbo,Mahindra,2007,375000,110000,Diesel,Manual,Fourth & Above Owner
Hyundai i20 Asta 1.4,Hyundai,2010,340000,110000,Diesel,Manual,First Owner
Tata Tiago 2019-2020 XZ,Tata,2019,670000,2000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,530000,80000,Diesel,Manual,Second Owner
Maruti Alto K10 VXI,Maruti,2015,350000,38000,Petrol,Automatic,Second Owner
Maruti Celerio ZXI Optional,Maruti,2014,415000,46000,Petrol,Manual,First Owner
Maruti Ertiga 1.5 ZDI,Maruti,2014,700000,102000,Diesel,Manual,First Owner
BMW X1 sDrive20d M,BMW,2012,925000,96000,Diesel,Automatic,Second Owner
Renault KWID 1.0 RXT,Renault,2017,375000,20000,Petrol,Automatic,First Owner
Maruti Swift Dzire VXI,Maruti,2015,575000,16000,Petrol,Manual,First Owner
Hyundai i20 1.2 Sportz,Hyundai,2013,425000,23000,Petrol,Manual,First Owner
Ford Figo 1.2P Ambiente,Ford,2011,245000,25000,Petrol,Manual,First Owner
Hyundai Verna SX Opt,Hyundai,2015,540000,35000,Petrol,Manual,Second Owner
Mercedes-Benz New C-Class C,Mercedes-Benz,2011,1000000,90000,Diesel,Automatic,First Owner
Hyundai i10 Sportz 1.2,Hyundai,2013,291000,37000,Petrol,Manual,First Owner
Maruti Baleno Delta 1.2,Maruti,2017,600000,34000,Petrol,Manual,Second Owner
Hyundai Verna SX,Hyundai,2012,355000,60000,Petrol,Manual,First Owner
Hyundai i10 Magna,Hyundai,2010,225000,50000,Petrol,Manual,First Owner
Chevrolet Enjoy 1.4 LTZ,Chevrolet,2013,350000,37000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2012,200000,38000,Petrol,Manual,Second Owner
Ford Figo Aspire Facelift,Ford,2017,600000,40000,Diesel,Manual,First Owner
Hyundai Verna SX Opt,Hyundai,2012,434999,57000,Petrol,Manual,First Owner
Hyundai i20 1.2 Sportz,Hyundai,2014,440000,62200,Petrol,Manual,First Owner
Maruti Ritz VDi,Maruti,2013,390000,77000,Diesel,Manual,First Owner
Maruti 800 Std,Maruti,1997,50000,110000,Petrol,Manual,Second Owner
Maruti Swift Dzire 1.2,Maruti,2012,450000,30000,Petrol,Manual,First Owner
Maruti Alto LXi BSIII,Maruti,2009,125000,60000,Petrol,Manual,Third Owner
Mahindra Scorpio S4 9,Mahindra,2014,999000,25000,Diesel,Manual,First Owner
Tata Sumo EX TC,Tata,2005,225000,188000,Diesel,Manual,First Owner
Maruti Alto STD,Maruti,2010,85000,150000,Petrol,Manual,Third Owner
Hyundai EON Sportz,Hyundai,2012,150000,40000,Petrol,Manual,First Owner
Renault Duster Adventure Edition,Renault,2014,500000,120000,Diesel,Manual,First Owner
Hyundai i10 Sportz Option,Hyundai,2011,220000,70000,Petrol,Manual,Third Owner
Mahindra Scorpio S4 9,Mahindra,2014,999000,25000,Diesel,Manual,First Owner
Hyundai Creta 1.4 CRDi,Hyundai,2017,957000,60000,Diesel,Manual,First Owner
Toyota Innova 2.5 G4,Toyota,2006,1050000,250000,Diesel,Manual,First Owner
Datsun RediGO 1.0 S,Datsun,2018,320000,35000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2016,300000,15000,Petrol,Manual,First Owner
Maruti Swift VDi BSIII,Maruti,2010,270000,98000,Diesel,Manual,First Owner
Hyundai Accent Executive,Hyundai,2011,170000,62000,Petrol,Manual,Third Owner
Chevrolet Cruze LTZ,Chevrolet,2010,270000,90000,Diesel,Manual,Second Owner
Chevrolet Beat LS,Chevrolet,2013,140000,110000,Petrol,Manual,Second Owner
Hyundai i10 Magna,Hyundai,2010,170000,90000,Petrol,Manual,Third Owner
Mahindra Marazzo M8,Mahindra,2019,1450000,10000,Diesel,Manual,First Owner
Mahindra XUV300 W8 Option,Mahindra,2019,1200000,25000,Diesel,Manual,First Owner
Hyundai Elite i20 Sportz,Hyundai,2019,834000,13000,Diesel,Manual,First Owner
Tata Tiago 1.05 Revotorq,Tata,2017,450000,80000,Diesel,Manual,First Owner
Volkswagen Polo 1.5 TDI,Volkswagen,2014,575000,40000,Diesel,Manual,Third Owner
Maruti Swift Dzire ZDI,Maruti,2019,900000,20000,Diesel,Manual,First Owner
Maruti 800 AC LPG,Maruti,2008,149000,87540,LPG,Manual,Third Owner
Chevrolet Spark 1.0 PS,Chevrolet,2007,100000,84000,LPG,Manual,Third Owner
Skoda Fabia 1.2L Diesel,Skoda,2011,325000,160000,Diesel,Manual,Third Owner
Volkswagen Vento Diesel Comfortline,Volkswagen,2012,400000,100000,Diesel,Manual,Second Owner
Hyundai EON 1.0 Era,Hyundai,2017,250000,35000,Petrol,Manual,Second Owner
Chevrolet Optra Magnum 1.6,Chevrolet,2010,225000,60000,Petrol,Manual,Second Owner
Ford Fiesta Classic 1.4,Ford,2012,300000,70000,Diesel,Manual,First Owner
Fiat Avventura Power Up,Fiat,2015,459999,60000,Diesel,Manual,Second Owner
Ford EcoSport 1.5 TDCi,Ford,2016,825000,35000,Diesel,Manual,Second Owner
Tata Indica Vista Aqua,Tata,2012,150000,231438,Diesel,Manual,Second Owner
Maruti Baleno Alpha 1.3,Maruti,2016,710000,71000,Diesel,Manual,First Owner
Maruti Swift 1.3 ZXI,Maruti,2008,200000,90000,Petrol,Manual,First Owner
Maruti Ritz VDi,Maruti,2016,425000,70000,Diesel,Manual,First Owner
Maruti 800 Std,Maruti,2007,45000,80000,Petrol,Manual,First Owner
Mahindra Bolero SLX 2WD,Mahindra,2011,380000,239451,Diesel,Manual,Second Owner
Mahindra Marshal DI,Mahindra,2000,150000,50000,Diesel,Manual,First Owner
Maruti Ritz VDi,Maruti,2009,240000,90000,Diesel,Manual,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2016,1150000,154000,Diesel,Manual,First Owner
Renault Duster 110PS Diesel,Renault,2013,520000,109000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2016,675000,120000,Diesel,Manual,Second Owner
Tata Indica DLS,Tata,2006,170000,77000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2012,297000,100000,CNG,Manual,Third Owner
Tata New Safari DICOR,Tata,2009,250000,110000,Diesel,Manual,First Owner
Hyundai Accent CRDi,Hyundai,2005,200000,200000,Diesel,Manual,Second Owner
Maruti Swift VDI BSIV,Maruti,2008,225000,120000,Diesel,Manual,Fourth & Above Owner
Maruti Wagon R Stingray,Maruti,2016,380000,39000,Petrol,Manual,Third Owner
Maruti 800 AC,Maruti,2005,40000,96000,Petrol,Manual,Fourth & Above Owner
Volkswagen Vento Konekt Diesel,Volkswagen,2014,575000,90000,Diesel,Manual,First Owner
Maruti Swift Vdi BSIII,Maruti,2010,300000,135000,Diesel,Manual,Second Owner
